opinions,id,text,model_pred
"[{'sentiment': 'Positive', 'aspect': 'quiet'}]",1908,"However, LOCATION1 is safe and peaceful, and the nearby osterley Park is attractive LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1908,"However, LOCATION1 is safe and peaceful, and the nearby osterley Park is attractive LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",1908,"However, LOCATION1 is safe and peaceful, and the nearby osterley Park is attractive LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",145,"However, parts of LOCATION1 are quite pricey so be warned   LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1800,"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",750,"However, since the Olympics is going to be based in LOCATION1, house prices are going up LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1300,"I 'd say , if you have enough money , LOCATION1 is actually really lovely LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1300,"I 'd say , if you have enough money , LOCATION1 is actually really lovely LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2633,I 'd suggest West London though - LOCATION1 or LOCATION2 are pretty economical LOCATION2,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2633,I 'd suggest West London though - LOCATION1 or LOCATION2 are pretty economical LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1681,"I 'm not particularly familiar with what it would cost , but bear in mind that it would not be cheap LOCATION1 is a very mixed area in central London LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1681,"I 'm not particularly familiar with what it would cost , but bear in mind that it would not be cheap LOCATION1 is a very mixed area in central London LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",418,I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 is fine LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",437,I 've heard LOCATION1 in LOCATION2 is n't bad either LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1739,I 've heard LOCATION1 is a bit chavvy ( sorry if you are from there and it 's not true LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2487,"I 've heard LOCATION1 is a good place to live , in terms of rent and low crime rates LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2487,"I 've heard LOCATION1 is a good place to live , in terms of rent and low crime rates LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2487,"I 've heard LOCATION1 is a good place to live , in terms of rent and low crime rates LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1063,I 've heard LOCATION1 is safe from a police officer but I have no idea how expensive it is LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1212,I LOVE LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1326,I Live in LOCATION1 which is close to the center of town and is very nice in my opinion LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1326,I Live in LOCATION1 which is close to the center of town and is very nice in my opinion LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1326,I Live in LOCATION1 which is close to the center of town and is very nice in my opinion LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1028,I agree LOCATION1 is a little better and easy to commute to LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2382,I agree LOCATION1 is good LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2450,I agree with other poster - LOCATION1 is a lovely part of town with gorgeous restaurants LOCATION1,[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2450,I agree with other poster - LOCATION1 is a lovely part of town with gorgeous restaurants LOCATION1,[{'aspect': 'dining'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2498,I agree with the above answer in avoiding  LOCATION1 areas LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2116,I also like LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2869,"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2869,"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2869,"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2869,"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2869,"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1400,I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2991,I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2991,I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel  LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2991,I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2991,I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel  LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1829,I always sing the praises of the east - LOCATION1 is great LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",475,"I am currently living in LOCATION1 but need to buy a bigger house as my family is expanding, and I can't afford to buy in SN LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1349,I am no fan of LOCATION1  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",882,I am presuming that the LOCATION1 that you have mentioned is near The euston Overland Rail Station in Central London LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1818,"I am sure you will enjoy living in LOCATION1, I have lived here most of my adult life and think it's a great place  The borough of LOCATION1 is  overall a nice, friendly area LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1818,"I am sure you will enjoy living in LOCATION1, I have lived here most of my adult life and think it's a great place  The borough of LOCATION1 is  overall a nice, friendly area LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",154,"I am told LOCATION1 has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",154,"I am told LOCATION1 has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2715,I can't afford to live in somewhere like LOCATION1 but I don't wanna live in a dump like LOCATION2 LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2715,I can't afford to live in somewhere like LOCATION1 but I don't wanna live in a dump like LOCATION2 LOCATION2,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1693,I did live in LOCATION1 for a year or so and found it to be a very comfortable area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1693,I did live in LOCATION1 for a year or so and found it to be a very comfortable area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1973,I did love LOCATION1 and would have stayed if I'd been able to afford to rent there but some of the prices are just silly LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1973,I did love LOCATION1 and would have stayed if I'd been able to afford to rent there but some of the prices are just silly LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2089,I do n't know LOCATION2 but LOCATION1 has some very affordable properties if your renting or buying LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",219,"I do n't know about Clanricarde Gardens , but LOCATION1 is pretty safe , and it 's easy to get to place via the tube LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",219,"I do n't know about Clanricarde Gardens , but LOCATION1 is pretty safe , and it 's easy to get to place via the tube LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1663,"I do n't know what your budget is , but LOCATION1 is my favourite place and if I could afford it , I would live there LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1663,"I do n't know what your budget is , but LOCATION1 is my favourite place and if I could afford it , I would live there LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",170,I don't know LOCATION1 but I do know that it's in zone 5 so that will cost you more in fares LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1486,I don't know much about LOCATION1 apart from there are a lot more tube stations there but I think the prices do reflect this LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1486,I don't know much about LOCATION1 apart from there are a lot more tube stations there but I think the prices do reflect this LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2435,"I don't know what crime figures you were looking at, but overall crime is down in LOCATION1 LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",614,I don't like LOCATION1 - It's always ramo   LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",607,I don't live in LOCATION1 as I can't afford it  LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2895,"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2895,"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2895,"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2895,"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1909,"I enjoyed living in LOCATION1, its a proper mutli-cultural London suburb LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1909,"I enjoyed living in LOCATION1, its a proper mutli-cultural London suburb LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2709,I felt safest in LOCATION1 and LOCATION2   LOCATION2,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2709,I felt safest in LOCATION1 and LOCATION2   LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'multicultural'}]",2229,"I had a day trip to LOCATION1 last year, my partner and me did not see a black face all day -  LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1463,"I have a friend who lived in LOCATION1 , and it was full of drug dealers, so stay away from Central LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1463,"I have a friend who lived in LOCATION1 , and it was full of drug dealers, so stay away from Central LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2053,I have had a look on internet and it seems there are areas very unsafe there like LOCATION1 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2258,I have lived  for 10 years in  LOCATION1  and have never witnessed any trouble LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2285,I have lived in LOCATION1 for 25 years and it's now one the most safest places to live LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1079,I have lived in LOCATION1 for the past six years and love it here LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1079,I have lived in LOCATION1 for the past six years and love it here LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2094,I have lived in LOCATION1 in the past and that's quite nice but no train links LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2094,I have lived in LOCATION1 in the past and that's quite nice but no train links LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1426,I have lived in the LOCATION1 area for 5 years and had no troubles LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2282,I have lots of mates that live in LOCATION1 and they have cool bars and lots of cultural food (especially Indian) LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2282,I have lots of mates that live in LOCATION1 and they have cool bars and lots of cultural food (especially Indian) LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2522,"I have never been back to LOCATION1, it is an absolutely horrible area, and I won't be returning in a hurry  LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1339,I have no idea but this website will help you find your answers LOCATION1 has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e LOCATION1,[{'aspect': 'safety'}]
